time	EURUSD	GBPUSD	NZDUSD
2015-01-02	0.0	0.0	0.0
2015-01-05	0.0	0.0	0.0
2015-01-06	0.0	0.0	0.0
2015-01-07	0.0	0.0	0.0
2015-01-08	0.0	0.0	0.0
2015-01-09	0.0	0.0	0.0
2015-01-12	0.0	0.0	0.0
2015-01-13	0.0	0.0	0.0
2015-01-14	0.0	0.0	0.0
2015-01-15	0.0	0.0	0.0
2015-01-16	0.0	0.0	0.0
2015-01-19	0.0	0.0	0.0
2015-01-20	0.0	0.0	0.0
2015-01-21	0.0	0.0	0.0
2015-01-22	0.0	0.0	0.0
2015-01-23	0.0	0.0	0.0
2015-01-26	0.0	0.0	0.0
2015-01-27	0.0	0.0	0.0
2015-01-28	0.0	0.0	0.0
2015-01-29	138685.85	157468.6	113632.1
2015-01-30	139053.45	156654.05	113236.9
2015-02-02	136873.2	154243.9	111617.65
2015-02-03	136257.35	152572.05	111466.8
2015-02-04	134497.85	149864.95	110794.95
2015-02-05	134420.1	149467.35	110368.7
2015-02-06	132999.65	147166.2	109190.2
2015-02-09	132033.9	145971.65	108221.55
2015-02-10	130414.5	143233.1	106459.35
2015-02-11	127762.0	139660.85	103735.85
2015-02-12	123674.55	135942.9	101156.45
2015-02-13	119134.1	131884.25	99529.5
2015-02-16	118606.5	132811.95	100841.15
2015-02-17	120385.1	134487.65	102364.65
2015-02-18	120822.3	135767.4	102557.75
2015-02-19	119778.25	135559.25	102530.1
2015-02-20	119345.1	135957.3	102699.6
2015-02-23	118565.95	136189.75	103689.2
2015-02-24	117799.25	135587.6	104912.25
2015-02-25	116462.2	134271.35	105023.7
2015-02-26	117009.05	135584.6	106051.65
2015-02-27	118044.8	136986.15	107520.5
2015-03-02	117218.7	136278.9	107207.85
2015-03-03	115511.0	134650.9	105060.8
2015-03-04	114602.2	134197.9	103804.8
2015-03-05	114014.95	133517.7	103263.4
2015-03-06	114132.9	133902.25	103203.35
2015-03-09	113789.1	133681.8	102601.3
2015-03-10	115199.4	135337.6	103940.5
2015-03-11	117721.6	138440.8	105663.95
2015-03-12	119583.65	139694.9	106295.25
2015-03-13	121541.55	141130.45	106855.15
2015-03-16	124112.8	142438.95	106773.7
