time	EURUSD	GBPUSD	NZDUSD
2015-01-02	0.0	0.0	0.0
2015-01-05	-0.009319083766516134	-0.010849299424225856	-0.007040005521572912
2015-01-06	-0.0008749811305985844	-0.003695459177202598	0.009779048247938515
2015-01-07	-0.005724534077205856	-0.005377193675542458	0.0018198479588016347
2015-01-08	-0.004094404876140545	-0.0017344178225773277	0.005316499184059298
2015-01-09	0.001621890434802431	0.0037578029673379643	0.0024690514229082083
2015-01-12	0.0011425121726911236	0.0011583555755221298	-0.0037583732465183983
2015-01-13	-0.0029474170651503373	-0.0007742764254824452	-0.005633164238603383
2015-01-14	-0.0006500094675291335	0.004816561221839155	-0.002894910034110909
2015-01-15	-0.010505894895803669	-0.0010713018179269174	0.00965902227744131
2015-01-16	-0.009048402954020651	-0.0031296261774478307	-0.0008929982951849658
2015-01-19	0.0035012834193752784	-0.001287021107146069	-0.0013684921782119996
2015-01-20	-0.002641229623157826	6.60861366705845e-05	-0.01352809681646483
2015-01-21	0.0036423888768821744	-0.00010132538002527447	-0.009915130993466637
2015-01-22	-0.014304212880682399	-0.004467580302993546	-0.010816807046928445
2015-01-23	-0.018615990935227034	-0.0048040645351168365	-0.006994556834098553
2015-01-26	-0.0018342851037053132	0.004246917093952529	-0.005128868970566081
2015-01-27	0.01177527074202045	0.006925747484767042	0.002010077307214253
2015-01-28	-0.0023629128484857764	0.00016931412387610756	-0.009542147095040865
2015-01-29	5.891814502123616e-05	-0.005298415092348185	-0.012667613045561632
2015-01-30	-0.000659844347431604	-0.0021748595955735084	-0.0037180849115351355
2015-02-02	0.0020722181282240015	-0.0001240422718342682	0.004954499494438824
2015-02-03	0.009668983653622565	0.004665454150725612	0.004737992664343382
2015-02-04	-0.005258711105931568	0.004806960832089313	0.0059218731508370315
2015-02-05	0.003953900449573	0.005813175213797095	0.0027783434014345687
2015-02-06	-0.005064398967282613	-0.0010123533287661468	-0.0011506752884586913
2015-02-09	-0.0044714982304595585	-0.002330335419787777	0.002349178239381411
2015-02-10	-0.0004329590838939579	0.0009544512233832236	0.0016225425241351843
2015-02-11	0.0007071781529095489	0.0006429841462851638	-0.0028168507069125104
2015-02-12	0.004858414036988945	0.00552086497922577	0.002725533374246414
2015-02-13	0.002558114321044691	0.0038907714812972394	0.005134736197865086
2015-02-16	-0.0033085871280762458	-0.0009678404167557941	0.007159071066876521
2015-02-17	0.0023401210528783967	-0.0015431095391045258	0.0034140616664886103
2015-02-18	-0.0010268982990350173	0.0040308751579141155	0.0019626085415558325
2015-02-19	0.0007878051280549858	0.0005902051881845338	-0.0009727497424424358
2015-02-20	-0.0025049455115825348	-0.0023118939380845083	-0.0003142385468902775
2015-02-23	-0.001824753276928326	0.0018884514265171681	-0.001399022455195742
2015-02-24	-0.0011168389929639977	0.0013985379118337526	-0.004916739080317201
2015-02-25	0.002877604703030112	0.003989008640693514	0.006495965639995438
2015-02-26	-0.009499947189916869	-0.003461464866131747	0.0031119275801774204
2015-02-27	-0.004262365005361146	-0.0015533611931539681	-0.0007104780060721572
2015-03-02	-0.0010143767829681183	-0.002936530744979904	-0.003245792613724263
2015-03-03	-0.0010541173107500024	-0.0009253801210147294	0.0022107818813352775
2015-03-04	-0.00665927409739131	-0.004629017038860428	0.005189844879338379
2015-03-05	-0.0057886555554887975	-0.0035718099422279437	-0.009257426831145388
2015-03-06	-0.012562290791979791	-0.008816093361794564	-0.013139204545454475
2015-03-09	-0.004086847808477678	-0.0005119141396423554	-0.007538682979489231
2015-03-10	-0.011632546576225145	-0.0018522238828703186	-0.008262177988071051
2015-03-11	-0.013359418669647849	-0.0065423661336342365	-0.005141188459974355
2015-03-12	0.0009568233464896103	-0.0034997729154977453	0.015287373217697908
2015-03-13	-0.006751105269446778	-0.009490616621984027	-0.0028956131460835532
2015-03-16	0.002212900672734275	0.0016939136397264853	0.0024684187599826046
2015-03-17	0.004472887855604402	-0.0022247091327911583	-0.003277085747392716
2015-03-18	0.020459762885625343	0.010051566749038177	0.012197780240140954
2015-03-19	-0.008064814358266448	-0.006827997470781111	0.0014222262102383532
2015-03-20	0.0050267336483584835	0.00458704244870245	0.010559704668760439
2015-03-23	0.010275211207522839	0.0028149017359679895	0.014142327676402111
2015-03-24	0.0047242986221816	-0.0025233972519533854	0.0031256284043121862
2015-03-25	0.0014952872565592301	1.7909953232697617e-05	-0.002684458467156703
2015-03-26	-0.0031533558761285274	-0.00040968284279596645	-0.0032990609692685746
2015-03-27	-0.004526888313367672	-0.0014042427391467438	-0.004015817762540674
2015-03-30	-0.002975469992492652	-0.002807949277491395	-0.00755341532339715
2015-03-31	-0.007622232330559031	-0.0004588136069721971	-0.005069500501184376
2015-04-01	-0.0002539611749111659	-0.00021151115721362856	-0.004471231215702143
2015-04-02	0.00786860056629135	0.0008484742093097797	0.005158516926383694
2015-04-03	0.00995260372162221	0.004533352522127165	0.012781104102070673
2015-04-06	0.0002465153082962246	0.001282682664756285	-0.0025336388948760113
2015-04-07	-0.00896972868700574	-0.004471342050959892	-0.006098824774546374
2015-04-08	-0.004347385581785046	0.0026072720658083526	0.004583329635907019
2015-04-09	-0.010656897843643542	-0.008155375469813375	0.002402667667778413
2015-04-10	-0.007171776674427588	-0.007662376669158255	-0.0020796707775413426
2015-04-13	-0.004671312864946153	-0.000482454144098976	-0.010499498867484802
2015-04-14	0.005898086118365509	0.005999435347261661	0.00434609944268205
2015-04-15	0.002110233850283194	0.004766398924504811	0.00845021614248953
2015-04-16	0.007562696537805502	0.007167489959432283	0.010890587483754599
